10932313,0,0
12963201,0.000202,-0.00036
12969818,-0.0154,0.0199
9783456,-0.0155,0.0201
13691505,-0.0115,0.0217
12968592,-0.0125,0.0222
12934917,-0.0131,0.0408
9378426,-0.0133,0.0412
11410018,0.00515,0.00391
12973133,0.00542,0.00353
12970598,-0.018,0.0151
12970287,-0.00482,-0.00353
17855757,-0.0189,0.0137
17855759,-0.0186,0.014
9431551,-0.0189,0.0138
12952964,0.00735,0.00511
12953841,0.00755,0.00528
12962393,-0.0152,0.0167
12962925,-0.0157,0.017
9402917,-0.0193,0.0165
17855756,-0.0191,0.0163
12936067,-0.0191,0.0158
9402919,-0.0189,0.0162
9402918,-0.019,0.0161
12954261,0.00891,0.00665
12385154,0.00843,0.00691
14963904,-0.00399,0.000648
13812808,-0.00384,0.0011
11627664,0.00706,0.00554
9783454,-0.00934,0.00818
12958923,-0.00914,0.00833
12959135,-0.00996,0.00943
13601753,-0.0093,0.0103
12308114,0.00146,0.00115
12971246,0.0022,0.00103
10915895,0.00468,0.00345
12973244,0.00648,0.00441
13357779,0.00587,0.00441
13601746,0.00601,0.00463
12970285,0.00212,0.0011
12970257,-0.0116,0.026
13572881,-0.0124,0.0265
12970256,-0.00689,0.0298
12208987,-0.0074,0.0304
12934945,0.0124,0.00996
9389565,0.0123,0.0103
9290727,-0.00228,-0.0013
17855763,-0.00215,-0.00146
12934948,-0.0181,0.0145
17855760,-0.0186,0.014
9390514,-0.00232,-0.00134
10932282,0.00723,0.00576
12807627,-0.00876,0.0342
12934941,-0.00796,0.0348
12184416,0.00872,0.0072
17855762,-0.0038,0.0294
12970259,-0.00384,0.0296
12934951,-0.0182,0.0145
11650907,-0.0126,0.0151
12961574,-0.0136,0.0143
11068336,-0.011,0.0126
12959365,-0.0117,0.0119
10493341,0.000766,0.000576
12963305,0.000645,-4.8e-05
11730840,0.00194,0.0013
12308113,0.00951,0.00785
12958976,0.0101,0.00763
9783458,-0.0113,0.0258
12936066,-0.0189,0.016
17857129,-0.0189,0.016
12934939,-0.0103,0.0378
12934967,-0.00367,-0.000216
12970262,-0.00476,0.0286
12970260,-0.00402,0.0292
9356220,-0.00524,-0.00384
12934965,-0.00519,-0.00379
12934837,0.0109,0.0084
12934838,0.0115,0.0089
12959079,-0.00504,0.0313
17855761,-0.0135,0.0143
12972035,0.00339,0.00173
12972223,0.00335,0.00187
12810038,-0.0102,0.0376
13408540,-0.0191,0.015
12993671,-0.0089,0.00801
12963145,-0.000349,-0.00072
16670850,-0.0102,0.027
12936056,-0.0185,0.0158
12969125,-0.015,0.0202
12970263,-0.00724,0.0264
12971810,0.00296,0.00161
13601748,0.00271,0.00187
11113663,0.0031,0.00223
12934942,-0.00621,0.0327
12970284,-0.00961,0.0245
12971481,0.00297,0.00149
12936053,-0.019,0.0166
12934835,0.0107,0.00823
12958003,-0.00606,0.00413
12958438,-0.00805,0.00691
9431553,-0.0188,0.0138
9108515,-0.0187,0.0139
9402916,-0.0192,0.0165
12936055,-0.0187,0.0164
9854615,-0.0104,0.0373
9365422,-0.00396,0.0293
9783455,-0.0159,0.0173
12156586,-0.00122,-0.00084
12807645,-0.000363,-0.00012
10511265,0.0082,0.00665
9290728,-0.00199,-0.00161
13691477,-0.0111,0.0371
10652242,-0.00511,0.00475
13357776,0.00982,0.00825
13357773,0.0111,0.00936
13624269,-0.00347,0.00235
12934968,-0.0043,0.00146
9783449,-0.00332,7.2e-05
11729147,-0.00732,0.00744
13357784,-0.0142,0.0194
11910744,-0.015,0.0173
12185636,-0.0147,0.0169
13601751,-0.00927,0.0235
11068335,0.00288,0.00209
9382652,-0.00367,0.0296
12993673,-0.00859,0.00758
17855758,-0.0188,0.0137
11278631,-0.0106,0.0277
16419830,-0.0103,0.0275
13691475,-0.00669,0.0257
13357787,-0.000914,-0.000552
11730483,0.0103,0.00864
