15097169,0,0
11110757,-0.000188,0.000576
15739871,0.00196,0.00127
15842001,0.00273,0.000792
15739872,0.027,0.00221
15785273,0.047,-0.0152
13272298,-0.0119,0.0077
15785518,-0.012,0.00741
13729278,0.00364,-0.0012
15765140,0.00325,-0.00072
15842003,0.00517,0.00209
10906688,0.00439,0.00312
16524179,-0.00462,-0.00501
16524180,-0.00633,-0.00595
14958971,-0.00834,-0.00535
14958978,-0.00826,-0.00542
15785282,0.0109,0.00348
15778321,0.0127,0.00441
15766044,-0.0107,-0.00821
11729244,-0.0105,-0.00835
15766045,-0.00848,-0.00552
17633076,0.0497,-0.0163
17633077,0.0498,-0.0166
9436859,0.0498,-0.0165
11363293,-0.0118,-0.00713
15745758,-0.0115,-0.00717
12493906,-0.00347,-0.00449
12174093,-0.00328,-0.00511
9357473,0.0183,0.00749
14814455,0.0184,0.00756
9309164,0.0183,0.00741
17633075,0.0181,0.00737
13309424,0.0155,0.00936
15522702,0.016,0.00962
14108675,0.000228,-0.000624
17633074,0.018,0.00734
15766047,-0.0104,-2.4e-05
11062192,-0.00939,0.000528
15738829,0.0255,0.00417
15739869,0.0248,0.00506
11993711,0.0101,0.00511
15785277,0.0102,0.00463
15786478,0.0076,0.00348
11639740,0.00678,0.00449
15766288,-0.00137,-0.00326
15766289,-0.0011,-0.00312
15767396,-0.00216,-0.00199
15739870,-0.00236,-0.00211
12198459,0.00711,0.00461
15786481,0.00767,0.0035
12483155,0.0135,0.00482
13309427,0.0137,0.00446
11325267,-0.0103,0.00324
15766048,-0.0114,0.00281
11110773,-0.00916,-9.6e-05
9734859,-0.00783,-0.00684
15766285,-0.00663,-0.00614
9734858,-0.0119,-0.00885
15786480,0.00768,0.00341
13493036,-0.011,0.00477
15767204,-0.012,0.00441
15768350,-0.013,0.0071
15766283,-0.0076,-0.00509
15766284,-0.00748,-0.00487
15785522,0.00506,0.000312
11110841,0.00559,-0.000288
15766054,-0.0112,0.00228
15767202,-0.0111,0.00238
15786479,0.00751,0.00331
10599081,-0.0128,0.0104
13493034,-0.00522,-0.00559
10981735,0.00428,0.0118
16817622,0.00432,0.0122
12824568,0.00333,0.00948
16817617,0.0036,0.0123
12174092,-0.00216,0.0119
16817620,-0.00176,0.0131
16817621,-0.00365,0.0134
13369759,-0.00396,0.0105
11346581,0.0137,0.0104
16817614,0.0137,0.0107
16817623,0.007,0.0119
16818151,0.00653,0.00758
15785283,0.0109,0.00501
11621762,0.0134,0.00677
11062191,0.0018,0.00163
15766287,-0.00348,-0.00437
9411709,0.0233,0.00206
15738830,0.0233,0.00214
12493904,-0.00351,-0.00444
13484008,0.000363,-0.00305
15765141,0,-0.00252
14814452,0.0195,0.00813
14814454,0.0238,0.00696
9408848,-0.0038,0.0134
15766282,-0.00681,-0.00626
15786694,-0.0107,-0.00686
15777166,0.0176,0.00708
9358191,-0.0117,-0.00737
16717579,0.0173,0.00866
15785286,0.0172,0.00881
15785275,0.048,-0.0148
15767400,-0.00197,-0.0019
15767403,-0.00134,-0.00154
12493902,0.0185,0.00761
15785284,0.0143,0.00533
15777164,0.0241,0.00636
15765138,-0.0121,0.00504
15767222,-0.0114,0.00533
16817612,5.37e-05,0.0129
15778320,0.0139,0.00509
