feeder,load_alpha,statcom_bus,statcom_bus_id,statcom_gen_id,qcap_kvar_per_phase,termination_status,vmin_pu,vmax_pu,n_under,n_over
spd_s,1.0,10956350,225,900001,0.0,LOCALLY_SOLVED,1.0674347383081357,1.0999074597509293,0,0
spd_s,1.0,10956350,225,900001,25.0,LOCALLY_SOLVED,1.0674047442847865,1.0999125391692743,0,0
spd_s,1.0,10956350,225,900001,50.0,LOCALLY_SOLVED,1.0674047452373263,1.099912537970255,0,0
spd_s,1.0,10956350,225,900001,75.0,LOCALLY_SOLVED,1.067404747539523,1.0999125346553686,0,0
spd_s,1.0,10956350,225,900001,100.0,LOCALLY_SOLVED,1.067404747846269,1.0999125343683704,0,0
spd_s,1.0,10956350,225,900001,150.0,LOCALLY_SOLVED,1.067404747160247,1.0999125352297696,0,0
spd_s,1.0,10956350,225,900001,200.0,LOCALLY_SOLVED,1.0674047472348558,1.0999125351308454,0,0
spd_s,1.0,10956350,225,900001,300.0,LOCALLY_SOLVED,1.0674047472737023,1.0999125350600707,0,0
