bus_id,bus,vmin_pu,vmax_pu
187,14711418,1.007397811016864,1.010217424042448
100,9290702,1.0074108800548411,1.010217424042448
254,12970259,1.0074437905932743,1.0101937223569244
173,13454733,1.007493075381399,1.010217424042448
240,9739753,1.007493075381399,1.010217424042448
160,17655571,1.00751773323283,1.010217424042448
60,17855762,1.007529233448219,1.0101937223569244
164,9365422,1.0075302705973304,1.0101951193473817
198,12970260,1.0075305658989466,1.0101955171017145
87,13691475,1.0075431859667443,1.0101955171017145
140,9290703,1.0075455140422187,1.010217424042448
43,12970262,1.007554867703467,1.0101955171017145
242,12934915,1.007554867703467,1.0101955171017145
210,9783459,1.007554867703467,1.0101955171017145
247,12970263,1.0076354687164022,1.0101955171017145
231,13601751,1.0076901132402212,1.0101955171017145
146,12970284,1.0077475931380395,1.0101955171017145
57,9739755,1.00776788516735,1.010217424042448
217,13454745,1.00776788516735,1.010217424042448
79,14710399,1.00776788516735,1.010217424042448
139,13601756,1.007774902929033,1.010217424042448
221,13485981,1.0077862126277035,1.010217424042448
53,13454765,1.0077881422142152,1.010217424042448
50,9290699,1.007808781827748,1.010217424042448
78,9290700,1.0078125179433934,1.010217424042448
248,17655572,1.0078219113907323,1.010217424042448
72,11910744,1.007824006795588,1.0102244017198747
169,13485982,1.0078386979131888,1.010217424042448
99,9760720,1.0078386979131888,1.010217424042448
108,12185636,1.007907381314302,1.0102244017198747
234,12962393,1.007907381314302,1.0102244017198747
128,13691505,1.007924236527857,1.0101965226855296
203,12968592,1.0079287324854558,1.0101955171017145
58,9290701,1.0079554698952982,1.010217424042448
165,13357784,1.0080060239733757,1.0101955171017145
196,12962925,1.0080069787889185,1.0102189934927628
132,9783455,1.0080069787889185,1.0102189934927628
213,12969125,1.0081021783787252,1.0101955171017145
105,9783456,1.0081199358775905,1.0101955171017145
136,12969818,1.0081199358775905,1.0101955171017145
88,13355047,1.0081957166708566,1.010217424042448
176,13435075,1.008211912970382,1.010217424042448
98,13513456,1.008272627257701,1.010217424042448
85,12936055,1.008279828283035,1.0101928191507341
154,13486010,1.0082831378223678,1.010217424042448
44,13691508,1.0082831378223678,1.010217424042448
163,12936053,1.0083022644293054,1.0101955171017145
63,9402918,1.0083093120100013,1.0101982245664711
233,9402916,1.0083114642754483,1.0101978406849708
172,9739978,1.0083120136969421,1.010217424042448
29,13435077,1.0083120136969421,1.010217424042448
24,17855756,1.008322708533722,1.0102006806223498
8,9402917,1.0083564100140079,1.0102078092428979
70,14710390,1.0084077323070666,1.010217424042448
184,12936066,1.0084197020881513,1.0102078095325817
226,13408540,1.0084197020881513,1.0102078095325817
235,12970598,1.0084197020881513,1.0102078095325817
121,12936056,1.0084197020881513,1.0102078095325817
166,17857129,1.0084197020881513,1.0102078095325817
95,9402919,1.0084197020881513,1.0102078095325817
264,12936067,1.008436656532991,1.0102247831842643
182,9739759,1.0084733999996793,1.010217424042448
69,13454782,1.0084733999996793,1.010217424042448
260,14711417,1.0084781095877218,1.010217424042448
55,12934951,1.008490243230102,1.010221575198072
34,13485933,1.0084950900889946,1.010217424042448
223,12934948,1.0084976454208305,1.0102133390777672
101,14711419,1.0085288147307576,1.010217424042448
92,17855759,1.0085573263852292,1.0102174282957412
162,17855760,1.0085573299352224,1.0102174202449667
37,17874058,1.0085573445942004,1.010217424042448
122,17855757,1.008557371072857,1.010217425589359
59,17655574,1.0085573719985523,1.010217424042448
151,17855758,1.0085573739551217,1.010217422751931
161,9431551,1.008557376153135,1.010217425281686
229,9431553,1.008557379357564,1.010217423059604
145,17874057,1.008557380592071,1.010217424042448
39,9431555,1.008557385828125,1.010217424042448
214,17655573,1.0085573887662258,1.010217424042448
168,9431552,1.0085573910088372,1.010217424042448
1,9326133,1.0085573966153658,1.010217424042448
19,17636402,1.0085573966153658,1.010217424042448
109,14495371,1.0085573966153658,1.010217424042448
218,9431554,1.0085573966153658,1.010217424042448
152,9108515,1.0085573966153658,1.010217424042448
33,17636403,1.0085573966153658,1.010217424042448
189,17636404,1.0085573966153658,1.010217424042448
267,_virtual_bus,1.0085573966153658,1.010217424042448
266,_virtual_bus,1.0087481645449312,1.010217424042448
268,_virtual_bus,1.0087634665282104,1.010217424042448
269,_virtual_bus,1.0089542315645876,1.010217424042448
204,sourcebusz,1.0091348760691858,1.0103978427065459
190,sourcebus,1.0099999999740397,1.0100000000119442
270,_virtual_bus,1.01,1.01
