year,customer,rows,missing,min,p05,median,p95,max,mean,std
2023,13183979_1779,17520,0,0.041999999433755875,0.10599999874830246,0.5260000228881836,2.740000009536743,11.871999740600586,0.8731427763682285,1.1382007426647593
