year,column,mean,std,min,max
2023,11110757_1139,-0.08037999989989549,0.8490515462634978,-3.128000020980835,3.4679999351501465
2023,13272298_1240,0.5511732822458459,0.5145089311038434,0.07599999755620956,4.973999977111816
2023,13729278_2052,0.16436442282352784,0.23047442514071884,0.009999999776482582,2.881999969482422
2023,10906688_1136,0.4747133488703724,0.4716090990923888,0.0020000000949949026,4.820000171661377
2023,11729244_1152,0.3198491917628865,0.6004314735732984,0.0020000000949949026,7.328000068664551
2023,11363293_1924,0.2964541556895179,0.28868084336117306,0.01600000075995922,2.947999954223633
2023,11363293_1926,0.6789717474146603,0.5225537061169789,0.0020000000949949026,6.041999816894531
2023,11363293_1923,0.30177810823759615,0.4167700861182409,0.02199999988079071,4.234000205993652
2023,11363293_1925,0.4796917814684853,0.669257273938383,0.06400000303983688,7.296000003814697
2023,11363293_1922,0.496660276085402,0.28265213389871535,0.04399999976158142,1.6879140138626099
2023,12174093_1151,0.26543822278652435,0.37751856522685906,0.0020000000949949026,6.142000198364258
2023,12174093_1150,0.32567615009988893,0.3904392390229774,0.06599999964237213,4.355999946594238
2023,13309424_1910,0.274117062173847,0.37868783007608847,0.0020000000949949026,4.432000160217285
2023,11062192_1236,0.4121221790132729,0.3567160191037008,0.12600000202655792,4.010000228881836
2023,11993711_1932,0.6111913346022061,0.5013478116672649,0.12200000137090683,7.188000202178955
2023,11993711_1937,0.36303953710139714,0.5194695127048053,0.019999999552965164,5.923999786376953
2023,11993711_1934,0.397912032155269,0.5934602696292156,0.012000000104308128,5.822000026702881
2023,11993711_1935,0.470097025403047,0.46887301619408767,0.0860000029206276,4.004000186920166
2023,11993711_1936,0.47135689817007514,0.3680893890937739,0.05999999865889549,7.144000053405762
2023,11993711_1938,0.33289558835472216,0.3795054270847343,0.014000000432133675,4.257999897003174
2023,11993711_1939,0.4298303717277417,0.4273303863781875,0.04800000041723251,3.747999906539917
2023,11993711_1933,0.3782558196752527,0.7803624360054372,0.0020000000949949026,8.628000259399414
2023,11639740_1133,0.6596288690505099,0.5347401470331107,0.10400000214576721,7.289999961853027
2023,12198459_1132,0.3842997025279541,0.2930338050798108,0.029999999329447746,2.8459999561309814
2023,13309427_1975,0.3737669450959157,0.527591051648985,0.019999999552965164,5.380000114440918
2023,13309427_1976,0.3730610246017371,0.39163218133796385,0.07800000160932541,6.144000053405762
2023,13309427_1979,0.3412781662177975,0.37773980101381766,0.05999999865889549,10.317999839782715
2023,13309427_1977,0.5318109318144092,0.44666957520754275,0.04399999976158142,3.9519999027252197
2023,13309427_1978,0.33259704512199517,0.2522378617275064,0.04600000008940697,3.50600004196167
2023,11325267_1238,0.51662990964745,0.12591941868594875,0.3440000116825104,2.2260000705718994
2023,11110773_1921,0.3805531136021119,0.6184799525710656,0.0020000000949949026,10.489999771118164
2023,13493036_1239,0.308777481401403,0.2852299629209838,0.019999999552965164,2.819999933242798
2023,11110841_1137,0.27407453819454464,0.24167901679858014,0.024000000208616257,2.5
2023,10599081_1235,0.19428550631794483,0.2978959167790767,0.012000000104308128,3.313999891281128
2023,13493034_2031,0.30775496063873037,0.4036523104301085,0.06400000303983688,5.202000141143799
2023,10981735_1231,0.37638064227322093,0.2423020318560864,0.041999999433755875,3.6440000534057617
2023,12824568_1231,0.3437118919087057,0.5946860465806199,0.0020000000949949026,4.23199987411499
2023,12174092_1234,0.3833676992854971,0.4941881591309107,0.014000000432133675,4.664000034332275
2023,13369759_1234,0.17912519917340702,0.33664751269072263,0.014000000432133675,5.116000175476074
2023,11346581_1913,0.1923895169544931,0.2543436212021824,0.035999998450279236,3.2160000801086426
2023,11346581_1911,0.31630435614127955,0.28155619338872523,0.06400000303983688,2.752000093460083
2023,11346581_1912,0.3787939894015233,0.5585666253447465,0.052000001072883606,3.7200000286102295
2023,11346581_1914,0.2313617007777129,0.2625211552357897,0.03200000151991844,4.447999954223633
2023,11621762_1930,0.33525120645429785,0.351500309446689,0.035999998450279236,4.906000137329102
2023,11621762_1927,0.36108011656768246,0.3831570920045018,0.03999999910593033,6.013999938964844
2023,11621762_1928,0.34841766723082934,0.3791854011192432,0.03999999910593033,4.434000015258789
2023,11621762_1929,0.25391420472560017,0.5022829359028645,0.024000000208616257,5.909999847412109
2023,11621762_1931,0.09399891705133955,0.12028239418500468,0.0020000000949949026,2.247999906539917
2023,11062191_1138,0.19395596439435603,0.22244893338868357,0.012000000104308128,3.0160000324249268
2023,13484008_2002,0.46215525608059,0.44208676020438575,0.0560000017285347,5.366000175476074
2023,13484008_1144,0.4147579892172231,0.41809084160741233,0.0020000000949949026,3.8320000171661377
2023,13484008_1145,0.23318699099074042,0.2137757217345025,0.0020000000949949026,2.7100000381469727
2023,13484008_1141,0.45457525799841914,0.6500476973092885,0.01600000075995922,7.507999897003174
2023,13484008_1142,0.1590388542590833,0.1911217014432778,0.029999999329447746,4.473999977111816
2023,13484008_1143,0.47845054021558076,0.7242417299883974,0.01600000075995922,6.579999923706055
2023,13716940_1232,0.3307337447220553,0.468196433346546,0.05000000074505806,7.636000156402588
2023,13716940_1233,0.3536117969971729,0.37711523069744,0.0020000000949949026,3.2239999771118164
2023,12057943_1237,0.35737693795060405,0.3249061267398562,0.029999999329447746,3.2699999809265137
2023,12824571_1240,0.2624227403429205,0.1754455161008446,0.04600000008940697,1.909999966621399
2023,13493029_1234,0.4529974959640802,0.5426362228420873,0.026000000536441803,5.306000232696533
2023,10945329_1151,0.5338076089904324,0.49028725718009974,0.14399999380111694,7.317999839782715
2023,10945329_1150,0.31637667578062445,0.42030955480348625,0.03400000184774399,3.4140000343322754
2023,12034986_2052,0.33289558835472216,0.3795054270847343,0.014000000432133675,4.257999897003174
