bus,va,vb,vc,vmin,vmax
225,0.9722137111196671,0.992929081325061,1.0109413091638206,0.9722137111196671,1.0109413091638206
219,0.9730753075138067,0.9929371662487709,1.0109508421178506,0.9730753075138067,1.0109508421178506
32,0.9731111382608311,0.992929081325061,1.0109413091638206,0.9731111382608311,1.0109413091638206
96,0.9732864519567079,0.992929081325061,1.0109413091638206,0.9732864519567079,1.0109413091638206
6,0.9734021707330992,0.992929081325061,1.0109413091638206,0.9734021707330992,1.0109413091638206
82,0.9734021707330992,0.992929081325061,1.0109413091638206,0.9734021707330992,1.0109413091638206
71,0.9737181384001832,0.992929081325061,1.0109413091638206,0.9737181384001832,1.0109413091638206
35,0.973976969065798,0.9913009184466774,1.0109413091638206,0.973976969065798,1.0109413091638206
80,0.9740994315901083,0.9912260979085982,1.0109413091638206,0.9740994315901083,1.0109413091638206
231,0.9743451293385115,0.991349991868127,1.0109413091638206,0.9743451293385115,1.0109413091638206
137,0.9743473149844569,0.9913009184466774,1.0109413091638206,0.9743473149844569,1.0109413091638206
208,0.9743473149844569,0.9913009184466774,1.0109413091638206,0.9743473149844569,1.0109413091638206
103,0.9743806361226793,0.9912260979085982,1.0109413091638206,0.9743806361226793,1.0109413091638206
115,0.9743806361226793,0.990919560177049,1.0109413091638206,0.9743806361226793,1.0109413091638206
54,0.9744050515718519,0.9912500989520446,1.0109413091638206,0.9744050515718519,1.0109413091638206
41,0.9744050515718519,0.9912500989520446,1.0109413091638206,0.9744050515718519,1.0109413091638206
252,0.9744366268123029,0.9912863552858621,1.0109450829269744,0.9744366268123029,1.0109450829269744
56,0.9744567485373489,0.9913009184466774,1.0109413091638206,0.9744567485373489,1.0109413091638206
156,0.9745648617771786,0.992929081325061,1.0109413091638206,0.9745648617771786,1.0109413091638206
20,0.9746065000513744,0.991349991868127,1.0109413091638206,0.9746065000513744,1.0109413091638206
11,0.974856656391326,0.992929081325061,1.0109413091638206,0.974856656391326,1.0109413091638206
159,0.9753653163351541,0.9915364865709315,1.0109413091638206,0.9753653163351541,1.0109413091638206
83,0.9753653163351541,0.9915364865709315,1.0109413091638206,0.9753653163351541,1.0109413091638206
91,0.9754141183628415,0.9916407238271513,1.0109413091638206,0.9754141183628415,1.0109413091638206
244,0.9757894795461176,0.9916407238271513,1.0109413091638206,0.9757894795461176,1.0109413091638206
30,0.97579682693675,0.9916120095489163,1.0109204895455028,0.97579682693675,1.0109204895455028
150,0.9759849590395547,0.992929081325061,1.0109413091638206,0.9759849590395547,1.0109413091638206
3,0.9761234516797078,0.9918998159217481,1.0109413091638206,0.9761234516797078,1.0109413091638206
207,0.9762403050893419,0.992929081325061,1.0109413091638206,0.9762403050893419,1.0109413091638206
216,0.9764485281458802,0.9918998159217481,1.0109413091638206,0.9764485281458802,1.0109413091638206
118,0.9765215604243495,0.9880550748200458,1.0120244281090343,0.9765215604243495,1.0120244281090343
5,0.9765328891726893,0.9877410458091073,1.0120244281090343,0.9765328891726893,1.0120244281090343
129,0.976548600220574,0.9880550748200458,1.0120244281090343,0.976548600220574,1.0120244281090343
10,0.976639915252349,0.9877410458091073,1.0120244281090343,0.976639915252349,1.0120244281090343
62,0.976639915252349,0.9877410458091073,1.0120244281090343,0.976639915252349,1.0120244281090343
144,0.9766674525653858,0.9877410458091073,1.0120244281090343,0.9766674525653858,1.0120244281090343
149,0.9766815164689187,0.9877410458091073,1.0120244281090343,0.9766815164689187,1.0120244281090343
97,0.9766815164689187,0.9875952251047484,1.0120244281090343,0.9766815164689187,1.0120244281090343
195,0.976728110585258,0.9877871175053976,1.0120244281090343,0.976728110585258,1.0120244281090343
130,0.976728110585258,0.9875951613395445,1.0120244281090343,0.976728110585258,1.0120244281090343
245,0.976728110585258,0.9876034013489694,1.0120244281090343,0.976728110585258,1.0120244281090343
175,0.9768184415502968,0.9880550748200458,1.0120244281090343,0.9768184415502968,1.0120244281090343
133,0.9768184415502968,0.9876658879138448,1.0120244281090343,0.9768184415502968,1.0120244281090343
9,0.9768735550471589,0.9884915122262001,1.0120244281090343,0.9768735550471589,1.0120244281090343
42,0.9771051472363339,0.9921149852941475,1.0109413091638206,0.9771051472363339,1.0109413091638206
185,0.9771051472363339,0.9919386124809514,1.0109413091638206,0.9771051472363339,1.0109413091638206
22,0.9771051472363339,0.9918199371552543,1.0109413091638206,0.9771051472363339,1.0109413091638206
86,0.9771494696597702,0.9884915122262001,1.0120244281090343,0.9771494696597702,1.0120244281090343
170,0.9772109830310792,0.988552345162447,1.0120244281090343,0.9772109830310792,1.0120244281090343
236,0.9772109830310792,0.9883986856141906,1.0120244281090343,0.9772109830310792,1.0120244281090343
237,0.9773023338351325,0.9888717269592845,1.0120244281090343,0.9773023338351325,1.0120244281090343
40,0.9774596951195061,0.9888647017999129,1.012026249669994,0.9774596951195061,1.012026249669994
191,0.977469393383642,0.9888717269592845,1.0120244281090343,0.977469393383642,1.0120244281090343
258,0.9776552622924236,0.9923853058031261,1.0109413091638206,0.9776552622924236,1.0109413091638206
239,0.9776552622924236,0.9923853058031261,1.0109413091638206,0.9776552622924236,1.0109413091638206
4,0.9776552622924236,0.9923853058031261,1.0109413091638206,0.9776552622924236,1.0109413091638206
193,0.9777138932031141,0.9923294078287296,1.0109413091638206,0.9777138932031141,1.0109413091638206
94,0.9777138932031141,0.992929081325061,1.0109413091638206,0.9777138932031141,1.0109413091638206
14,0.9779426569213706,0.9892617963921702,1.0120244281090343,0.9779426569213706,1.0120244281090343
15,0.9779426569213706,0.988840287663953,1.0120244281090343,0.9779426569213706,1.0120244281090343
246,0.9779426569213706,0.9891356701265476,1.0120244281090343,0.9779426569213706,1.0120244281090343
178,0.97815729600391,0.9926319861068378,1.0109413091638206,0.97815729600391,1.0109413091638206
141,0.9784866853692032,0.9905892144218009,1.0120244281090343,0.9784866853692032,1.0120244281090343
256,0.9786025333049425,0.9903695158776663,1.0120244281090343,0.9786025333049425,1.0120244281090343
211,0.9787899367358494,0.9905892144218009,1.0120244281090343,0.9787899367358494,1.0120244281090343
17,0.9789030423056752,0.9902951440443948,1.0120244281090343,0.9789030423056752,1.0120244281090343
64,0.9789030423056752,0.9903695158776663,1.0120244281090343,0.9789030423056752,1.0120244281090343
138,0.9789030423056752,0.990099625763654,1.0120244281090343,0.9789030423056752,1.0120244281090343
117,0.9790776579907372,0.9909929244964643,1.0120244281090343,0.9790776579907372,1.0120244281090343
127,0.9790974837020755,0.9905892144218009,1.0120244281090343,0.9790974837020755,1.0120244281090343
135,0.9793236236135601,0.9909929244964643,1.0120244281090343,0.9793236236135601,1.0120244281090343
104,0.9793636613915349,0.9932527412539439,1.0109413091638206,0.9793636613915349,1.0109413091638206
171,0.9793816474003755,0.9932335318475612,1.0109413091638206,0.9793816474003755,1.0109413091638206
212,0.979447568787216,0.9909929244964643,1.0120244281090343,0.979447568787216,1.0120244281090343
253,0.9794586953912031,0.9932713843476587,1.0109413091638206,0.9794586953912031,1.0109413091638206
263,0.9794586953912031,0.9932713843476587,1.0109413091638206,0.9794586953912031,1.0109413091638206
259,0.9795057347644116,0.9909929244964643,1.0120244281090343,0.9795057347644116,1.0120244281090343
119,0.9799947368466209,0.99184746918034,1.0120244281090343,0.9799947368466209,1.0120244281090343
