net,year,timestep,time,customer_col,alpha_t,pf_status,vmin_pu,vmax_pu,vuf_max,v0_max,v2_max,v2_over_v1_max,tx_p_kw,i_a,i_b,i_c,i_max_phase,i_mean_phase,i0_mag,i2_mag,i2_over_i1,n_under,n_over
spd_s_4w,2023,53,2023-01-02T02:00:00.0,13183979_1779,0.8498037249690475,LOCALLY_SOLVED,0.9931658027522221,1.0110296591091734,0.010311920808170186,0.00945006001693139,0.01033164642255403,0.010311920808170186,0.0015856976492035042,0.000799309189605085,0.00029368244730808497,0.0006138297185629513,0.000799309189605085,0.0005689404518253738,0.0,0.00030462482903363317,0.5814105189119206,0,0
spd_s_4w,2023,57,2023-01-02T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,61,2023-01-02T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,65,2023-01-02T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,69,2023-01-02T10:00:00.0,13183979_1779,0.9185210115435885,LOCALLY_SOLVED,0.991745922266426,1.0111116603297292,0.011156700397345542,0.010230975300549979,0.011170403658786117,0.011156700397345542,0.0017151387579343016,0.0008644300183276584,0.00031763081109485725,0.0006640830550348145,0.0008644300183276584,0.00061538129481911,3.614007241618348e-20,0.0003293537729140992,0.5810979901096133,0,0
spd_s_4w,2023,73,2023-01-02T12:00:00.0,13183979_1779,0.5680628704927766,LOCALLY_SOLVED,0.9988934768522687,1.0106916444940237,0.006866327420510655,0.006275362631366357,0.006898401025711788,0.006866327420510655,0.001056926404970326,0.0005331094191781971,0.00019581436186202477,0.0004087967985646509,0.0005331094191781971,0.0003792401932016243,3.614007241618348e-20,0.00020340115681359065,0.5826960164153009,0,0
spd_s_4w,2023,77,2023-01-02T14:00:00.0,13183979_1779,0.3962696540564244,LOCALLY_SOLVED,1.0023136283011729,1.0104841153548698,0.004778893692413597,0.004360297375537696,0.004809073382920158,0.004778893692413597,0.0007360092876024309,0.0003713949197461716,0.0001363864917609498,0.0002845408592082759,0.0003713949197461716,0.0002641074235717991,0.0,0.00014179888325119557,0.583483131070314,0,0
spd_s_4w,2023,81,2023-01-02T16:00:00.0,13183979_1779,1.8210080600930885,LOCALLY_SOLVED,0.9722137111196671,1.0121724012641304,0.022430821151438452,0.020745701758165053,0.022246507701590305,0.022430821151438452,0.003433057633914828,0.0017274842444020045,0.0006351340191204217,0.0013338732389995588,0.0017274842444020045,0.0012321638341739952,0.0,0.0006559037596665395,0.5770300946925162,0,0
spd_s_4w,2023,85,2023-01-02T18:00:00.0,13183979_1779,2.5,LOCALLY_SOLVED,0.9563383182557064,1.0129503709763015,0.03116821025258886,0.029007856609396507,0.030672092856070546,0.03116821025258886,0.004748868098711979,0.002387695770493153,0.0008779045977097459,0.0018513863880662907,0.002387695770493153,0.0017056622520897297,7.228014483236696e-20,0.0009043263647598324,0.5740156098328631,0,0
spd_s_4w,2023,89,2023-01-02T20:00:00.0,13183979_1779,0.7054974436418583,LOCALLY_SOLVED,0.9961181553496729,1.0108568926146353,0.00854355926158804,0.007818627322778967,0.008572055280457291,0.00854355926158804,0.0013144770740603328,0.0006628058430620797,0.00024349109109600422,0.0005086139664526004,0.0006628058430620797,0.0004716369668702281,1.807003620809174e-20,0.0002527465506421688,0.5820681136134597,0,0
spd_s_4w,2023,93,2023-01-02T22:00:00.0,13183979_1779,0.9208116264459498,LOCALLY_SOLVED,0.9916984350338272,1.0111143907613578,0.01118489081697041,0.010257051726736726,0.011198372534896885,0.01118489081697041,0.0017194567612448394,0.0008666020966025948,0.0003184296378392288,0.0006657598941749425,0.0008666020966025948,0.0006169305428722553,3.614007241618348e-20,0.0003301783722585854,0.5810875790943609,0,0
spd_s_4w,2023,97,2023-01-03T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,101,2023-01-03T02:00:00.0,13183979_1779,0.42604716993570446,LOCALLY_SOLVED,1.0017246547708765,1.0105201640852168,0.005140009705497031,0.00469114394228239,0.0051710155601405175,0.005140009705497031,0.0007915543476545314,0.0003993938483235777,0.00014667409244827322,0.00030603836078281,0.0003993938483235777,0.00028403543385155367,2.5554890278056234e-20,0.00015247059501525474,0.5833465190921058,0,0
spd_s_4w,2023,105,2023-01-03T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,109,2023-01-03T06:00:00.0,13183979_1779,0.8589660480495166,LOCALLY_SOLVED,0.9929770104530928,1.0110406026484786,0.010424456150953226,0.009554030240851993,0.010443448270099673,0.010424456150953226,0.0016029456940641396,0.0008079874859513342,0.00029687377995761235,0.0006205245004807349,0.0008079874859513342,0.0005751285887965605,0.0,0.0003079210735479229,0.581368825545471,0,0
spd_s_4w,2023,113,2023-01-03T08:00:00.0,13183979_1779,0.35045814105081186,LOCALLY_SOLVED,1.0032166146926464,1.0104285928897807,0.0042238976865271,0.003852191793173999,0.004252404201718476,0.0042238976865271,0.0006506210399347309,0.0003283451271057397,0.00012057018476191022,0.00025150022857462807,0.0003283451271057397,0.00023347184681409266,9.03501810404587e-21,0.00012538562732423162,0.5836934498840091,0,0
spd_s_4w,2023,117,2023-01-03T10:00:00.0,13183979_1779,0.5749345786708842,LOCALLY_SOLVED,0.9987555452583003,1.0106999232614007,0.006950032408409036,0.006352286551737365,0.006982035861262902,0.006950032408409036,0.001069786560476832,0.0005395872661377587,0.0001981953343518394,0.0004137788226423649,0.0005395872661377587,0.00038385380771065425,0.0,0.00020586703583192224,0.5826645836850741,0,0
spd_s_4w,2023,121,2023-01-03T12:00:00.0,13183979_1779,1.0124346524571748,LOCALLY_SOLVED,0.9897906049631194,1.0112234478694504,0.012314132592172643,0.01130251959134289,0.012317641059331166,0.012314132592172643,0.0018923455358910292,0.0009535559316921193,0.0003504106085729523,0.0007329232987471721,0.0009535559316921193,0.0006789632796707478,3.614007241618348e-20,0.00036317736634650316,0.5806715044864661,0,0
spd_s_4w,2023,125,2023-01-03T14:00:00.0,13183979_1779,2.5,LOCALLY_SOLVED,0.9563383182557064,1.0129503709763015,0.03116821025258886,0.029007856609396507,0.030672092856070546,0.03116821025258886,0.004748868098711979,0.002387695770493153,0.0008779045977097459,0.0018513863880662907,0.002387695770493153,0.0017056622520897297,7.228014483236696e-20,0.0009043263647598324,0.5740156098328631,0,0
spd_s_4w,2023,129,2023-01-03T16:00:00.0,13183979_1779,2.5,LOCALLY_SOLVED,0.9563383182557064,1.0129503709763015,0.03116821025258886,0.029007856609396507,0.030672092856070546,0.03116821025258886,0.004748868098711979,0.002387695770493153,0.0008779045977097459,0.0018513863880662907,0.002387695770493153,0.0017056622520897297,7.228014483236696e-20,0.0009043263647598324,0.5740156098328631,0,0
spd_s_4w,2023,133,2023-01-03T18:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,137,2023-01-03T20:00:00.0,13183979_1779,0.771924183578526,LOCALLY_SOLVED,0.9947640489740314,1.0109365149027374,0.009356625137074411,0.008568188100892877,0.00938173026525958,0.009356625137074411,0.0014392232487926608,0.0007255991037666548,0.0002665782922792907,0.0005569939895602625,0.0007255991037666548,0.000516390461868736,1.807003620809174e-20,0.00027661841231047977,0.5817651947761828,0,0
spd_s_4w,2023,141,2023-01-03T22:00:00.0,13183979_1779,1.4384818565251234,LOCALLY_SOLVED,0.9806991523167796,1.0117264913505062,0.01760930747060578,0.016228147966644103,0.01753696387577337,0.01760930747060578,0.002700753722471526,0.001359819320488927,0.0004998659281060502,0.0010476566772618346,0.001359819320488927,0.0009691139752856041,0.0,0.000517054968630212,0.5787459578157972,0,0
spd_s_4w,2023,145,2023-01-04T00:00:00.0,13183979_1779,0.7215314749004348,LOCALLY_SOLVED,0.9957920652985345,1.0108761265703952,0.008739670981759625,0.007999336043165805,0.008767448628076057,0.008739670981759625,0.001344572417802817,0.0006779563885702064,0.0002490612538263857,0.0005202837489683926,0.0006779563885702064,0.0004824337971216616,1.807003620809174e-20,0.00025850740062710164,0.5819949614945292,0,0
spd_s_4w,2023,149,2023-01-04T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,153,2023-01-04T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,157,2023-01-04T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,161,2023-01-04T08:00:00.0,13183979_1779,2.5,LOCALLY_SOLVED,0.9563383182557064,1.0129503709763015,0.03116821025258886,0.029007856609396507,0.030672092856070546,0.03116821025258886,0.004748868098711979,0.002387695770493153,0.0008779045977097459,0.0018513863880662907,0.002387695770493153,0.0017056622520897297,7.228014483236696e-20,0.0009043263647598324,0.5740156098328631,0,0
spd_s_4w,2023,165,2023-01-04T10:00:00.0,13183979_1779,0.5199607767170468,LOCALLY_SOLVED,0.9998565625354598,1.0106336447263002,0.0062808437809169495,0.005737590998307219,0.006313091738132264,0.0062808437809169495,0.0009669558819272778,0.0004877845601888112,0.00017915586945126916,0.0003739481772518106,0.0004877845601888112,0.00034696286896396364,9.03501810404587e-21,0.0001861439050480813,0.582916157457207,0,0
spd_s_4w,2023,169,2023-01-04T12:00:00.0,13183979_1779,1.9446990803569786,LOCALLY_SOLVED,0.9694013911484832,1.0123154165656354,0.02400466003328459,0.02222685355129789,0.02377469354319168,0.02400466003328459,0.0036712063040934767,0.0018470012307978266,0.0006790999686365529,0.0014272104249623866,0.0018470012307978266,0.0013177705414655887,0.0,0.0007009592594242078,0.5764779325728085,0,0
spd_s_4w,2023,173,2023-01-04T14:00:00.0,13183979_1779,1.3239530228127259,LOCALLY_SOLVED,0.9831793872303365,1.0115919252312127,0.01617845970304155,0.014893417046014577,0.016131401165292717,0.01617845970304155,0.0024827058296787224,0.0012502869070037078,0.00045956758906564373,0.0009626471468999491,0.0012502869070037078,0.000890833880989767,3.614007241618348e-20,0.00047561589504344033,0.5792620875210038,0,0
spd_s_4w,2023,177,2023-01-04T16:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,181,2023-01-04T18:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,185,2023-01-04T20:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,189,2023-01-04T22:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,193,2023-01-05T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,197,2023-01-05T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,201,2023-01-05T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,205,2023-01-05T06:00:00.0,13183979_1779,0.4077225579070106,LOCALLY_SOLVED,1.0020872896651405,1.0104979840831754,0.004917750107591045,0.004487492176621339,0.004948272014567738,0.004917750107591045,0.0007573688144877976,0.000382162202161348,0.00014034261266936208,0.0002928071659594307,0.000382162202161348,0.0002717706602633802,1.807003620809174e-20,0.00014590310195482738,0.5834305790544602,0,0
spd_s_4w,2023,209,2023-01-05T08:00:00.0,13183979_1779,0.6848822508430472,LOCALLY_SOLVED,0.9965367035086736,1.0108321494064627,0.008291550414767363,0.007586491787819005,0.008320876956250686,0.008291550414767363,0.0012757977619537197,0.0006433325411600743,0.00023633187942527799,0.0004936175234016263,0.0006433325411600743,0.0004577606479956595,0.0,0.0002453409569938699,0.5821621980315385,0,0
spd_s_4w,2023,213,2023-01-05T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,217,2023-01-05T12:00:00.0,13183979_1779,0.34358643287270424,LOCALLY_SOLVED,1.0033517366497298,1.0104202579665187,0.004140707276589515,0.0037760686384294153,0.004168920989623843,0.004140707276589515,0.0006378196793762548,0.00032189031743550884,0.00011819886602859099,0.0002465475159287234,0.00032189031743550884,0.00022887889979760772,0.0,0.00012292413424297227,0.583725012984054,0,0
spd_s_4w,2023,221,2023-01-05T14:00:00.0,13183979_1779,2.5,LOCALLY_SOLVED,0.9563383182557064,1.0129503709763015,0.03116821025258886,0.029007856609396507,0.030672092856070546,0.03116821025258886,0.004748868098711979,0.002387695770493153,0.0008779045977097459,0.0018513863880662907,0.002387695770493153,0.0017056622520897297,7.228014483236696e-20,0.0009043263647598324,0.5740156098328631,0,0
spd_s_4w,2023,225,2023-01-05T16:00:00.0,13183979_1779,0.8818717874862008,LOCALLY_SOLVED,0.992504324942455,1.0110679479282947,0.0107059307308052,0.009814159234950175,0.010722995797465221,0.0107059307308052,0.0016460802044227039,0.0008296891997817896,0.0003048544925675926,0.000637269026072988,0.0008296891997817896,0.0005906042394741235,3.614007241618348e-20,0.0003161629378781652,0.5812646231061495,0,0
spd_s_4w,2023,229,2023-01-05T18:00:00.0,13183979_1779,2.5,LOCALLY_SOLVED,0.9563383182557064,1.0129503709763015,0.03116821025258886,0.029007856609396507,0.030672092856070546,0.03116821025258886,0.004748868098711979,0.002387695770493153,0.0008779045977097459,0.0018513863880662907,0.002387695770493153,0.0017056622520897297,7.228014483236696e-20,0.0009043263647598324,0.5740156098328631,0,0
spd_s_4w,2023,233,2023-01-05T20:00:00.0,13183979_1779,1.3399869858068143,LOCALLY_SOLVED,0.9828337885653053,1.0116107937121788,0.016378439599277577,0.015079798357064017,0.016328062501423986,0.016378439599277577,0.002513199543822394,0.0012656067638904262,0.0004652038547626851,0.0009745301201142748,0.0012656067638904262,0.0009017802462557954,7.228014483236696e-20,0.00048141390304476574,0.5791897635802653,0,0
spd_s_4w,2023,237,2023-01-05T22:00:00.0,13183979_1779,0.9505890740607416,LOCALLY_SOLVED,0.9910801857874275,1.0111498681635283,0.011551541001953663,0.010596307604490133,0.011562019830584845,0.011551541001953663,0.001775608780328187,0.0008948465690893971,0.0003288173447863565,0.0006875684550944771,0.0008948465690893971,0.0006370774563234103,1.807003620809174e-20,0.0003408996803318997,0.5809522782105345,0,0
spd_s_4w,2023,241,2023-01-06T00:00:00.0,13183979_1779,0.3046466280451994,LOCALLY_SOLVED,1.004115831873739,1.0103729941991182,0.0036695804965719923,0.003345156085937974,0.003695930068256837,0.0036695804965719923,0.0005653120267902901,0.0002853258661466232,0.00010476685437404153,0.00021849854234809053,0.0002853258661466232,0.00020286375428958507,4.517509052022935e-21,0.0001089779957841006,0.5839039469488635,0,0
spd_s_4w,2023,245,2023-01-06T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,249,2023-01-06T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,253,2023-01-06T06:00:00.0,13183979_1779,2.5,LOCALLY_SOLVED,0.9563383182557064,1.0129503709763015,0.03116821025258886,0.029007856609396507,0.030672092856070546,0.03116821025258886,0.004748868098711979,0.002387695770493153,0.0008779045977097459,0.0018513863880662907,0.002387695770493153,0.0017056622520897297,7.228014483236696e-20,0.0009043263647598324,0.5740156098328631,0,0
spd_s_4w,2023,257,2023-01-06T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
spd_s_4w,2023,261,2023-01-06T10:00:00.0,13183979_1779,0.8635472095897511,LOCALLY_SOLVED,0.9928825538255848,1.0110460732622566,0.010480735550833597,0.00960603283800036,0.010499352932861339,0.010480735550833597,0.0016115709609224598,0.0008123271508918628,0.0002984696522640653,0.0006238725437717836,0.0008123271508918628,0.0005782231156425706,0.0,0.00030956930499955663,0.5813479814910332,0,0
spd_s_4w,2023,265,2023-01-06T12:00:00.0,13183979_1779,0.3550393025910464,LOCALLY_SOLVED,1.003126485830171,1.0104341485800836,0.004279366718582194,0.0039029541867510644,0.004308062389980862,0.004279366718582194,0.000659156313060851,0.00033264873650028405,0.00012215123396352906,0.00025480254012662023,0.00033264873650028405,0.00023653417019681112,9.03501810404587e-21,0.00012702670113671786,0.583672409940999,0,0
spd_s_4w,2023,269,2023-01-06T14:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0.003613394084871758,0.003293787272975934,0.00363949801914526,0.003613394084871758,0.0005566636101033119,0.0002809641464683679,0.00010316465649228228,0.00021515336586555337,0.0002809641464683679,0.00019976072294206786,4.517509052022935e-21,0.00010731409040285343,0.5839253074842006,0,0
