net,year,timestep,time,customer_col,alpha_t,pf_status,vmin_pu,vmax_pu,n_under,n_over,v_unbalance,tx_p_kw
spd_s,2023,181,2023-01-04T18:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,185,2023-01-04T20:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,189,2023-01-04T22:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,193,2023-01-05T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,197,2023-01-05T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,201,2023-01-05T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,213,2023-01-05T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,245,2023-01-06T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,249,2023-01-06T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,257,2023-01-06T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,269,2023-01-06T14:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,309,2023-01-07T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,341,2023-01-08T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,345,2023-01-08T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,353,2023-01-08T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,385,2023-01-09T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,389,2023-01-09T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,393,2023-01-09T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,413,2023-01-09T14:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,437,2023-01-10T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,441,2023-01-10T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,449,2023-01-10T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,453,2023-01-10T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,485,2023-01-11T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,489,2023-01-11T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,493,2023-01-11T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,513,2023-01-11T16:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,517,2023-01-11T18:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,541,2023-01-12T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,545,2023-01-12T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,553,2023-01-12T12:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,581,2023-01-13T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,585,2023-01-13T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,593,2023-01-13T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,605,2023-01-13T14:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,625,2023-01-14T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,629,2023-01-14T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,633,2023-01-14T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,637,2023-01-14T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,641,2023-01-14T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,649,2023-01-14T12:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,681,2023-01-15T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,689,2023-01-15T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,693,2023-01-15T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,697,2023-01-15T12:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,725,2023-01-16T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,729,2023-01-16T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,741,2023-01-16T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,825,2023-01-18T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,829,2023-01-18T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,865,2023-01-19T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,869,2023-01-19T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,873,2023-01-19T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,877,2023-01-19T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,913,2023-01-20T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,917,2023-01-20T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,921,2023-01-20T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,937,2023-01-20T12:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,961,2023-01-21T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,965,2023-01-21T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,969,2023-01-21T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,977,2023-01-21T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,981,2023-01-21T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,985,2023-01-21T12:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,989,2023-01-21T14:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1009,2023-01-22T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1013,2023-01-22T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1017,2023-01-22T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1025,2023-01-22T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1029,2023-01-22T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1065,2023-01-23T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1081,2023-01-23T12:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1097,2023-01-23T20:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1109,2023-01-24T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1113,2023-01-24T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1157,2023-01-25T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1161,2023-01-25T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1169,2023-01-25T08:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1233,2023-01-26T16:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1261,2023-01-27T06:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1269,2023-01-27T10:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1297,2023-01-28T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1301,2023-01-28T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1305,2023-01-28T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1345,2023-01-29T00:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1349,2023-01-29T02:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1353,2023-01-29T04:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
spd_s,2023,1369,2023-01-29T12:00:00.0,13183979_1779,0.3,LOCALLY_SOLVED,1.0042068291269044,1.0103673506098994,0,0,0.0030894912905291513,2.732828025236566e-7
