9603951,0,0
9125129,7.15e-05,9.6e-05
12769293,-0.031,-0.0105
14625048,-0.0308,-0.011
14633501,-0.0206,-0.0542
14633509,-0.021,-0.0538
12644365,-0.0368,-0.0305
13291457,-0.0372,-0.0306
13297005,-0.0295,-0.0486
11552508,-0.0303,-0.0482
12812672,-0.00355,-0.0454
10500837,-0.00619,-0.0422
11615216,0.0282,-0.0208
14630834,0.0294,-0.0226
14610970,-0.00346,-0.0456
14642543,-0.00369,-0.0455
14625008,-0.0165,-0.0533
9356638,-0.0168,-0.0536
9356648,0.0161,-0.0332
17892747,0.0159,-0.0333
13512335,-0.0395,-0.00449
14642544,-0.0397,-0.00487
12812632,-0.0133,-0.0265
10514764,-0.0112,-0.0274
11425047,-0.017,-0.0221
14610953,-0.0172,-0.0209
11564678,-0.0168,-0.00221
11564679,-0.0178,-0.00264
11477626,-0.0144,-0.00792
12812692,-0.0161,-0.00487
14270019,-0.0467,-0.0702
14287569,-0.0459,-0.0692
14459581,-0.0316,-0.00501
14459583,-0.0317,-0.00489
9771769,-0.000257,-0.0101
14000736,-0.000601,-0.0101
14459570,-0.0144,0.00199
14459572,-0.015,0.00168
14459584,-0.0294,-0.00369
9771775,-0.0319,-0.00489
13259673,0.017,-0.0327
13297009,0.0167,-0.0329
10500838,0.0395,-0.0208
14634182,0.0387,-0.0193
13291462,0.0268,-0.0243
14013527,0.0274,-0.026
11566938,0.0313,-0.0184
14269866,0.0334,-0.0202
9355219,-0.0281,-0.0262
17892709,-0.0279,-0.0261
14459628,0.0232,-0.0288
14459629,0.0233,-0.029
12812696,-0.00279,-0.014
12938233,-0.00313,-0.0142
9354298,-0.0167,-0.054
17892716,-0.0167,-0.0538
11571153,-0.00253,-0.0469
14013502,-0.00398,-0.00326
17892720,-0.000415,4.8e-05
12812675,0.00543,-0.0101
11570312,-0.00132,-0.0398
14637753,0.00213,-0.0419
12606950,-0.00227,-0.0157
11566939,-0.00202,-0.0161
14024509,0.0136,-0.0324
14611025,0.0164,-0.0307
14610942,-0.0549,-0.0736
17892706,-0.0555,-0.0734
12601493,-0.0416,-0.0636
11540372,-0.0423,-0.063
11555425,-0.0403,-0.0669
12753331,-0.0412,-0.0664
14625036,-0.0303,-0.0117
14625040,-0.0304,-0.0119
13295429,-0.0228,-0.0519
10503449,-0.0236,-0.0527
14027174,-0.02,-0.0548
12753341,-0.0186,-0.0567
10498390,-0.037,-0.0628
12938237,-0.0377,-0.0619
12664167,-0.0116,-0.0506
11570329,-0.0106,-0.0521
13291498,-0.011,-0.0499
10569455,-0.013,-0.0464
13296805,-0.0105,-0.0496
11569985,-0.0418,-0.00305
14395908,-0.0406,-0.00259
9356662,-0.0286,-0.0476
17892708,-0.0285,-0.0474
14024507,-0.0367,-0.00638
11569984,-0.0344,-0.00566
12925305,-0.0405,-0.00288
11555408,-0.0416,-0.00353
14554103,-0.0309,-0.0239
12601559,-0.0285,-0.0263
11567821,-0.0263,-0.0065
11571575,-0.0255,-0.00612
14605198,-0.0238,-0.0242
11570438,-0.0229,-0.0262
12586974,-0.0247,-0.00334
13259727,-0.0249,-0.00324
11615214,-0.0246,0.000168
14407528,-0.0239,-0.00101
13259676,-0.0194,-0.00845
11546727,-0.0206,-0.0106
10509034,-0.0211,-0.0325
12753248,-0.0217,-0.0307
10558956,-0.00974,-0.0349
14000755,-0.00878,-0.037
10509032,0.055,0.0109
11615211,0.0547,0.0107
14608955,-0.0306,-0.0501
14612751,-0.0308,-0.0502
11615215,-0.0214,-0.0245
13291458,-0.0221,-0.0233
14607834,-0.0141,-0.0519
11567822,-0.013,-0.0535
11571554,-0.00345,-0.0322
14637754,-0.00409,-0.035
9356653,0.0157,-0.0333
14607709,-0.0258,-0.0319
17892715,-0.0273,-0.0326
9541875,-0.0558,-0.0733
17892705,-0.0558,-0.0733
9354910,0.00972,-0.0197
17892731,0.00972,-0.0197
17892725,0.00962,-0.0197
17892727,0.00968,-0.0197
17892740,0.0099,-0.0197
17893803,0.0099,-0.0197
17892738,0.00985,-0.0197
17892739,0.00985,-0.0197
13259725,0.0545,0.00533
14607809,0.0553,0.00216
12753287,-0.00612,-0.047
12753763,-0.00586,-0.0468
12830794,-0.0357,-0.0299
12812677,-0.0262,-0.0254
13291500,-0.027,-0.0257
14024676,-0.0251,-0.0248
12726818,-0.0103,-0.0375
12812697,-0.0111,-0.0379
12664104,-0.0132,-0.0264
12644259,-0.0494,-0.0735
14554104,-0.0223,-0.0524
14013469,-0.00874,-0.0486
14554123,-0.00918,-0.0488
12812718,-0.0217,-0.0231
12664112,-0.0212,-0.0229
14612753,-0.0312,-0.0509
12753191,-0.0118,0.00523
12830791,-0.0127,0.00477
17892737,0.00984,-0.0197
14013558,-0.0214,-0.0306
14027216,-0.0195,-0.00821
12753245,-0.0144,-0.0397
14407503,-0.0159,-0.0406
9603954,4.29e-05,0
12830688,-0.0313,-0.0229
11574580,-0.0287,-0.0215
14024483,0.0542,0.00581
11567823,0.0549,0.00773
12594961,-0.0316,-0.00914
14027176,-0.0327,-0.00768
12664182,-0.0354,-0.0101
14013508,-0.0362,-0.00765
14270031,-0.0357,-0.00967
13296811,-0.0362,-0.00729
14000793,-0.0364,-0.0072
10507414,0.00285,-0.00345
12812673,0.00412,-0.00151
10498301,0.00695,-0.0115
14550977,0.00531,-0.0108
14000831,0.0138,-0.0347
14637771,0.0102,-0.0369
9354288,0.0105,-0.00758
17892746,0.0104,-0.00777
13616586,0.00439,-0.00209
14639307,0.00416,-0.00163
12606953,0.0438,-0.0161
12753362,0.0432,-0.0165
13291454,-0.0393,-0.00566
10473649,-0.0404,-0.00626
