time,mean_before,min_before,max_before,mean_after,min_after,max_after
2023-01-12T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-01-14T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-01-15T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-01-20T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-01-21T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-01-23T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-01-29T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-02-10T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-02-28T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-01T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-03T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-08T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-11T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-12T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-17T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-18T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-19T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-24T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-03-27T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-01T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-02T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-08T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-10T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-13T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-17T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-24T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-28T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-29T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-04-30T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
2023-05-01T12:00:00.0,0.5456425354979765,0.04769171480759746,1.1039450474101355,0.09821713522466051,3.8255058603805357e-11,0.2946508132575112
