time,base_Ia,base_Ib,base_Ic,base_Imean,base_Imax,base_I0,base_I2,base_I2r,pv_Ia,pv_Ib,pv_Ic,pv_Imean,pv_Imax,pv_I0,pv_I2,pv_I2r,stc_Ia,stc_Ib,stc_Ic,stc_Imean,stc_Imax,stc_I0,stc_I2,stc_I2r
2023-01-01T16:00:00.0,1.3312621100133338e-29,6.243374156719822e-5,2.450083158599343e-28,2.0811247189066075e-5,6.243374156719822e-5,2.0811247189066075e-5,2.0811247189066072e-5,1.0,2.444115834609895e-28,6.242737499090763e-5,3.0769428835973185e-28,2.080912499696921e-5,6.242737499090763e-5,2.0809124996969213e-5,2.080912499696921e-5,1.0,5.346125688624514e-16,6.235097608955754e-5,5.333061801718044e-16,2.0783658696875152e-5,6.235097608955754e-5,2.0783658696701154e-5,2.0783658696692345e-5,1.0000000000254197
2023-01-01T18:00:00.0,5.180806930497101e-25,1.3269942756207237e-5,5.181838505792776e-26,4.423314252069079e-6,1.3269942756207237e-5,4.423314252069079e-6,4.423314252069079e-6,1.0000000000000002,6.111564739969826e-26,1.3269926474698323e-5,1.4368414565208047e-26,4.423308824899441e-6,1.3269926474698323e-5,4.423308824899442e-6,4.423308824899441e-6,1.0,6.20117518817454e-23,1.326556749385222e-5,2.585620364169583e-23,4.421855831284073e-6,1.326556749385222e-5,4.421855831284073e-6,4.421855831284073e-6,1.0
2023-01-01T20:00:00.0,9.86066234061279e-30,4.2958970427774574e-5,2.399515899240922e-27,1.431965680925819e-5,4.2958970427774574e-5,1.431965680925819e-5,1.4319656809258189e-5,0.9999999999999999,2.6314686427508833e-27,4.295513884470346e-5,1.1993339272699404e-34,1.4318379614901153e-5,4.295513884470346e-5,1.4318379614901153e-5,1.4318379614901153e-5,1.0,3.0617855039259534e-18,4.292606293164032e-5,3.0281300339567924e-18,1.4308687643882137e-5,4.292606293164032e-5,1.4308687643879002e-5,1.4308687643880675e-5,1.0000000000000027
2023-01-01T22:00:00.0,1.2134014657813565e-26,3.2808475733678175e-5,3.866426832941613e-28,1.0936158577892725e-5,3.2808475733678175e-5,1.0936158577892723e-5,1.0936158577892721e-5,1.0,1.816821599936742e-26,3.280575983565191e-5,1.5661262303731355e-26,1.0935253278550637e-5,3.280575983565191e-5,1.0935253278550637e-5,1.0935253278550635e-5,1.0,7.945442990998662e-17,3.278792526999369e-5,7.97398802331442e-17,1.0929308423384295e-5,3.278792526999369e-5,1.092930842335793e-5,1.0929308423357503e-5,1.000000000007251
2023-01-02T00:00:00.0,2.0829821284944126e-28,3.206465755007857e-5,1.413456386682975e-29,1.0688219183359523e-5,3.206465755007857e-5,1.0688219183359523e-5,1.0688219183359523e-5,1.0000000000000002,2.759801706450205e-28,3.206201869512812e-5,3.032996192364541e-29,1.0687339565042706e-5,3.206201869512812e-5,1.0687339565042706e-5,1.0687339565042706e-5,1.0000000000000002,1.00416850680849e-17,3.204973090282001e-5,9.692015224472564e-18,1.0683243634279913e-5,3.204973090282001e-5,1.0683243634276774e-5,1.0683243634276403e-5,1.0000000000008962
2023-01-02T02:00:00.0,6.508266954426239e-28,2.104858285115617e-5,1.5022033375366405e-27,7.016194283718723e-6,2.104858285115617e-5,7.016194283718722e-6,7.016194283718721e-6,0.9999999999999999,1.666740362846292e-27,2.104786162445114e-5,2.4216094203695335e-28,7.015953874817047e-6,2.104786162445114e-5,7.015953874817047e-6,7.015953874817046e-6,1.0,1.3256595158984467e-16,2.104785281854796e-5,1.3255492669573528e-16,7.01595093960436e-6,2.104785281854796e-5,7.0159509394736475e-6,7.015950939473582e-6,0.9999999999818783
2023-01-02T04:00:00.0,6.161122607440625e-31,7.426504554394852e-6,1.318052880666501e-26,2.4755015181316175e-6,7.426504554394852e-6,2.475501518131617e-6,2.475501518131617e-6,1.0,5.279509263484056e-31,7.426504491463376e-6,3.3877287145869737e-26,2.4755014971544587e-6,7.426504491463376e-6,2.4755014971544587e-6,2.4755014971544587e-6,1.0000000000000002,9.223525330127251e-23,7.422072481338243e-6,1.2966413705128463e-22,2.474024160446081e-6,7.422072481338243e-6,2.474024160446081e-6,2.474024160446081e-6,1.0
2023-01-02T06:00:00.0,6.161122607440625e-31,7.426504554394852e-6,1.318052880666501e-26,2.4755015181316175e-6,7.426504554394852e-6,2.475501518131617e-6,2.475501518131617e-6,1.0,5.279509263484056e-31,7.426504491463376e-6,3.3877287145869737e-26,2.4755014971544587e-6,7.426504491463376e-6,2.4755014971544587e-6,2.4755014971544587e-6,1.0000000000000002,9.223525330127251e-23,7.422072481338243e-6,1.2966413705128463e-22,2.474024160446081e-6,7.422072481338243e-6,2.474024160446081e-6,2.474024160446081e-6,1.0
2023-01-02T08:00:00.0,6.161122607440625e-31,7.426504554394852e-6,1.318052880666501e-26,2.4755015181316175e-6,7.426504554394852e-6,2.475501518131617e-6,2.475501518131617e-6,1.0,5.279509263484056e-31,7.426504491463376e-6,3.3877287145869737e-26,2.4755014971544587e-6,7.426504491463376e-6,2.4755014971544587e-6,2.4755014971544587e-6,1.0000000000000002,9.223525330127251e-23,7.422072481338243e-6,1.2966413705128463e-22,2.474024160446081e-6,7.422072481338243e-6,2.474024160446081e-6,2.474024160446081e-6,1.0
2023-01-02T10:00:00.0,6.29062712990311e-27,2.275763442355197e-5,3.081339564760978e-27,7.585878141183991e-6,2.275763442355197e-5,7.58587814118399e-6,7.585878141183991e-6,1.0000000000000002,4.5362631174430835e-29,2.275600500760075e-5,7.418906811320097e-29,7.585335002533583e-6,2.275600500760075e-5,7.585335002533583e-6,7.585335002533582e-6,0.9999999999999998,2.455781454700954e-17,2.274968986311024e-5,2.4324055969106128e-17,7.583229954386373e-6,2.274968986311024e-5,7.58322995437833e-6,7.583229954378101e-6,1.0000000000032037
2023-01-02T12:00:00.0,1.5815317070989603e-26,1.406413367799179e-5,6.421879083358178e-27,4.688044559330596e-6,1.406413367799179e-5,4.688044559330596e-6,4.688044559330596e-6,1.0,4.287452202102469e-26,1.4064105949354804e-5,6.780031364188097e-27,4.688035316451601e-6,1.4064105949354804e-5,4.688035316451601e-6,4.688035316451601e-6,1.0,5.598372344202526e-23,1.4059995869580416e-5,6.697280747899911e-23,4.686665289860138e-6,1.4059995869580416e-5,4.686665289860138e-6,4.686665289860138e-6,1.0
2023-01-02T14:00:00.0,6.268268657463462e-27,9.809997863432243e-6,5.299918891521698e-27,3.269999287810748e-6,9.809997863432243e-6,3.269999287810748e-6,3.269999287810748e-6,1.0,1.6850061448850556e-30,9.809996696671795e-6,1.447644473163658e-26,3.2699988988905985e-6,9.809996696671795e-6,3.2699988988905985e-6,3.269998898890598e-6,0.9999999999999999,3.39364495907954e-17,9.803812526977756e-6,3.3934958433465055e-17,3.2679375090152094e-6,9.803812526977756e-6,3.2679375089812735e-6,3.2679375089812735e-6,0.9999999999896155
2023-01-02T16:00:00.0,5.6035520507238785e-28,4.531642776586547e-5,2.5798786595896965e-27,1.5105475921955157e-5,4.531642776586547e-5,1.5105475921955156e-5,1.5105475921955154e-5,1.0,1.7437532190677362e-27,4.531231735110672e-5,1.3024663390410852e-27,1.510410578370224e-5,4.531231735110672e-5,1.510410578370224e-5,1.5104105783702239e-5,0.9999999999999999,3.623501439431629e-18,4.527895226979731e-5,3.62224478894982e-18,1.5092984089934852e-5,4.527895226979731e-5,1.509298408993111e-5,1.5092984089933105e-5,1.0000000000000013
2023-01-02T18:00:00.0,1.3312621100133338e-29,6.243374156719822e-5,2.450083158599343e-28,2.0811247189066075e-5,6.243374156719822e-5,2.0811247189066075e-5,2.0811247189066072e-5,1.0,2.444115834609895e-28,6.242737499090763e-5,3.0769428835973185e-28,2.080912499696921e-5,6.242737499090763e-5,2.0809124996969213e-5,2.080912499696921e-5,1.0,5.346125688624514e-16,6.235097608955754e-5,5.333061801718044e-16,2.0783658696875152e-5,6.235097608955754e-5,2.0783658696701154e-5,2.0783658696692345e-5,1.0000000000254197
2023-01-02T20:00:00.0,1.961964293022318e-27,1.746828547030781e-5,3.414160308885264e-28,5.822761823435936e-6,1.746828547030781e-5,5.822761823435936e-6,5.822761823435936e-6,1.0,3.206483229585769e-26,1.74682230362191e-5,2.64600700192378e-27,5.822741012073034e-6,1.74682230362191e-5,5.822741012073034e-6,5.822741012073034e-6,1.0000000000000002,3.3454243074808746e-16,1.746658401548777e-5,3.3449525605880243e-16,5.822194672052269e-6,1.746658401548777e-5,5.822194671940747e-6,5.82219467194072e-6,1.0000000000574387
2023-01-02T22:00:00.0,2.0340598175212133e-27,2.2814629956729856e-5,1.0896968089479438e-34,7.604876652243285e-6,2.2814629956729856e-5,7.604876652243286e-6,7.604876652243286e-6,1.0000000000000002,2.2793921152408784e-26,2.2812948094832106e-5,3.6666740305797064e-26,7.604316031610702e-6,2.2812948094832106e-5,7.604316031610702e-6,7.604316031610702e-6,1.0000000000000002,2.4101954651850185e-17,2.2806622048220718e-5,2.3856969080831483e-17,7.602207349422892e-6,2.2806622048220718e-5,7.6022073494150005e-6,7.602207349414775e-6,1.0000000000031353
2023-01-03T00:00:00.0,6.161122607440625e-31,7.426504554394852e-6,1.318052880666501e-26,2.4755015181316175e-6,7.426504554394852e-6,2.475501518131617e-6,2.475501518131617e-6,1.0,5.279509263484056e-31,7.426504491463376e-6,3.3877287145869737e-26,2.4755014971544587e-6,7.426504491463376e-6,2.4755014971544587e-6,2.4755014971544587e-6,1.0000000000000002,9.223525330127251e-23,7.422072481338243e-6,1.2966413705128463e-22,2.474024160446081e-6,7.422072481338243e-6,2.474024160446081e-6,2.474024160446081e-6,1.0
