bus,vA_pu,vB_pu,vC_pu,vmin_pu,vmax_pu,distance_km,under_vmin,over_vmax
12308114,1.0036839507340596,1.0059879143150694,1.01045786363568,1.0036839507340596,1.01045786363568,0.034599200000000004,false,false
12971481,1.0036883506683691,1.005900771220787,1.01045786363568,1.0036883506683691,1.01045786363568,0.0345872,false,false
11730840,1.003736646816533,1.0059879143150694,1.01045786363568,1.003736646816533,1.01045786363568,0.0340802,false,false
12970285,1.0037632102403446,1.0059879143150694,1.01045786363568,1.0037632102403446,1.01045786363568,0.0338172,false,false
9369083,1.0037643766135682,1.0064617788057835,1.0102320113122165,1.0037643766135682,1.0102320113122165,0.0294132,false,false
9369084,1.0037682051303378,1.0064576254668482,1.0102320113122165,1.0037682051303378,1.0102320113122165,0.029421199999999998,false,false
12971246,1.0037756761310546,1.0059879143150694,1.01045786363568,1.0037756761310546,1.01045786363568,0.0336942,false,false
17874063,1.0037846441561327,1.0064658170794087,1.0102320113122165,1.0037846441561327,1.0102320113122165,0.0291972,false,false
13485934,1.0037846441561327,1.0064658170794087,1.0102320113122165,1.0037846441561327,1.0102320113122165,0.0293792,false,false
12807645,1.003880019208994,1.0061723542849355,1.01045786363568,1.003880019208994,1.01045786363568,0.0330542,false,false
9369082,1.0039011072026978,1.0064989642800086,1.010217424042448,1.0039011072026978,1.010217424042448,0.0280772,false,false
10493341,1.003968651505903,1.0061723542849355,1.01045786363568,1.003968651505903,1.01045786363568,0.0324452,false,false
12963305,1.0040066870121072,1.0061723542849355,1.01045786363568,1.0040066870121072,1.01045786363568,0.0318042,false,false
10932313,1.0040630183765031,1.0062264189220536,1.01045786363568,1.0040630183765031,1.01045786363568,0.031670199999999996,false,false
12963201,1.0040879378916736,1.0062264189220536,1.01045786363568,1.0040879378916736,1.01045786363568,0.0312502,false,false
12156586,1.0041332705543153,1.0062906336315414,1.01045786363568,1.0041332705543153,1.01045786363568,0.0315902,false,false
13357787,1.0041527902606795,1.0062906336315414,1.01045786363568,1.0041527902606795,1.01045786363568,0.0312612,false,false
12963145,1.0041924799453512,1.0062906336315414,1.01045786363568,1.0041924799453512,1.01045786363568,0.0305922,false,false
9290728,1.0045536039533736,1.0064828922916782,1.01045786363568,1.0045536039533736,1.01045786363568,0.0286222,false,false
17855763,1.0049594199597078,1.0066989365808299,1.01045786363568,1.0049594199597078,1.01045786363568,0.0284042,false,false
9290727,1.0049696496375247,1.0067048895985506,1.0104559914729256,1.0049696496375247,1.0104559914729256,0.028620200000000002,false,false
13624269,1.0050334074365166,1.0068061239717223,1.0104241561560368,1.0050334074365166,1.0104241561560368,0.0335432,false,false
13812808,1.0050380526644398,1.0067820891678312,1.0104317140984878,1.0050380526644398,1.0104317140984878,0.0320582,false,false
12934967,1.0050586873342071,1.006756704421459,1.0104396967554006,1.0050586873342071,1.0104396967554006,0.0305002,false,false
9783449,1.0050586873342071,1.006756704421459,1.0104396967554006,1.0050586873342071,1.0104396967554006,0.0310172,false,false
14963904,1.0051023073886545,1.0067820891678312,1.0104317140984878,1.0051023073886545,1.0104317140984878,0.0314212,false,false
12934968,1.0051599298740752,1.0068061239717223,1.0104241561560368,1.0051599298740752,1.0104241561560368,0.0322932,false,false
13357796,1.0052462669214768,1.0070292843926072,1.010217424042448,1.0052462669214768,1.010217424042448,0.022157200000000002,false,false
10652242,1.0053124135043388,1.0068951570833422,1.0103961606753147,1.0053124135043388,1.0103961606753147,0.0367232,false,false
13485931,1.0053646668444758,1.0070292843926072,1.010217424042448,1.0053646668444758,1.010217424042448,0.0209872,false,false
12958003,1.0054338413335284,1.0068951570833422,1.0103961606753147,1.0054338413335284,1.0103961606753147,0.0355232,false,false
12156592,1.0057386157502655,1.007132570411669,1.0104886330870715,1.0057386157502655,1.0104886330870715,0.026451199999999998,false,false
12934954,1.0057685545657005,1.007132570411669,1.0104886330870715,1.0057685545657005,1.0104886330870715,0.0256472,false,false
12934965,1.005781066316342,1.007132570411669,1.0104886330870715,1.005781066316342,1.0104886330870715,0.0253112,false,false
9356220,1.005781066316342,1.007132570411669,1.0104886330870715,1.005781066316342,1.0104886330870715,0.0253766,false,false
12958438,1.005788920352719,1.0069897118912896,1.0103664319159962,1.005788920352719,1.0103664319159962,0.0389532,false,false
11729147,1.005788920352719,1.0068886804494126,1.0103664319159962,1.005788920352719,1.0103664319159962,0.0399532,false,false
12970287,1.005789614639467,1.007132570411669,1.0104886330870715,1.005789614639467,1.0104886330870715,0.0248542,false,false
12817081,1.00583123346246,1.0072319943123744,1.010217424042448,1.00583123346246,1.010217424042448,0.0196972,false,false
12993673,1.0058792985217548,1.0070300905297203,1.010358865414245,1.0058792985217548,1.010358865414245,0.0398262,false,false
12993671,1.0059099409753078,1.007046633021133,1.0103614341886689,1.0059099409753078,1.0103614341886689,0.0403412,false,false
9783454,1.0059516628986858,1.0070652732590353,1.010357941291308,1.0059516628986858,1.010357941291308,0.019266000000000002,false,false
12958923,1.0059516628986858,1.0070652732590353,1.010357941291308,1.0059516628986858,1.010357941291308,0.018946,false,false
13485937,1.0059748489508302,1.0072319943123744,1.010217424042448,1.0059748489508302,1.010217424042448,0.0182772,false,false
13601753,1.0059802899877646,1.0071295672712945,1.0103458938494274,1.0059802899877646,1.0103458938494274,0.018696,false,false
12959135,1.0060955698379912,1.0071295672712945,1.0103458938494274,1.0060955698379912,1.0103458938494274,0.017556000000000002,false,false
13485975,1.006111740017708,1.0072739788150906,1.010217424042448,1.006111740017708,1.010217424042448,0.0174162,false,false
9638199,1.006111740017708,1.0072739788150906,1.010217424042448,1.006111740017708,1.010217424042448,0.0177792,false,false
12327065,1.006582381031628,1.0072698584147275,1.010217424042448,1.006582381031628,1.010217424042448,0.0159262,false,false
13485976,1.006582381031628,1.007418318447977,1.010217424042448,1.006582381031628,1.010217424042448,0.0144562,false,false
12959365,1.0065916232100907,1.0073210267586121,1.0103105962496404,1.0065916232100907,1.0103105962496404,0.014536,false,false
11068336,1.0065916232100907,1.0072109377189509,1.0103105962496404,1.0065916232100907,1.0103105962496404,0.015626,false,false
11278631,1.0073408342545747,1.006909331654266,1.0101937223569244,1.006909331654266,1.0101937223569244,0.0349787,false,false
13572881,1.0073408342545747,1.0069184082789069,1.0101937223569244,1.0069184082789069,1.0101937223569244,0.0369757,false,false
13507545,1.0069233546020284,1.0079695771725539,1.010217424042448,1.0069233546020284,1.010217424042448,0.0376952,false,false
11650907,1.0069677197387603,1.0075905832729073,1.0102749216679856,1.0069677197387603,1.0102749216679856,0.0127342,false,false
16419830,1.0073408342545747,1.0069810313576826,1.0101937223569244,1.0069810313576826,1.0101937223569244,0.0345877,false,false
13485978,1.0069862768058013,1.0075731050271375,1.010217424042448,1.0069862768058013,1.010217424042448,0.0119162,false,false
13728130,1.0070265822692719,1.0079695771725539,1.010217424042448,1.0070265822692719,1.010217424042448,0.0321672,false,false
12970257,1.0073408342545747,1.0070366115806957,1.0101937223569244,1.0070366115806957,1.0101937223569244,0.0358057,false,false
9783458,1.0073408342545747,1.0070366115806957,1.0101937223569244,1.0070366115806957,1.0101937223569244,0.036162700000000006,false,false
9739756,1.0070425676031107,1.0079695771725539,1.010217424042448,1.0070425676031107,1.010217424042448,0.0423952,false,false
13454737,1.0070425676031107,1.0079695771725539,1.010217424042448,1.0070425676031107,1.010217424042448,0.0398152,false,false
14746713,1.0070425676031107,1.0079695771725539,1.010217424042448,1.0070425676031107,1.010217424042448,0.0378852,false,false
9404445,1.0070425676031107,1.0079695771725539,1.010217424042448,1.0070425676031107,1.010217424042448,0.040845200000000005,false,false
14711422,1.0070425676031107,1.0079695771725539,1.010217424042448,1.0070425676031107,1.010217424042448,0.040047200000000005,false,false
14746710,1.0070425676031107,1.0079695771725539,1.010217424042448,1.0070425676031107,1.010217424042448,0.0365152,false,false
9739760,1.0070425676031107,1.0079695771725539,1.010217424042448,1.0070425676031107,1.010217424042448,0.0408492,false,false
9739974,1.0070515068168175,1.0079695771725539,1.010217424042448,1.0070515068168175,1.010217424042448,0.036035199999999996,false,false
14756890,1.0070515068168175,1.0079695771725539,1.010217424042448,1.0070515068168175,1.010217424042448,0.0357812,false,false
14587801,1.0070747676617813,1.0079695771725539,1.010217424042448,1.0070747676617813,1.010217424042448,0.0316902,false,false
16670850,1.0073408342545747,1.0070749194808442,1.0101937223569244,1.0070749194808442,1.0101937223569244,0.0340757,false,false
17855761,1.0070877047090168,1.0075877124678854,1.0102752988384385,1.0070877047090168,1.0102752988384385,0.011516,false,false
12317602,1.007529986884587,1.007092175009631,1.0101772639928406,1.007092175009631,1.0101772639928406,0.04321120000000001,false,false
12961574,1.0070929889002405,1.0075905832729073,1.0102749216679856,1.0070929889002405,1.0102749216679856,0.0114942,false,false
14711416,1.0075290824352152,1.0070960053075155,1.010180054964397,1.0070960053075155,1.010180054964397,0.04218120000000001,false,false
14755909,1.0075290824352152,1.0070960053075155,1.010180054964397,1.0070960053075155,1.010180054964397,0.042705200000000006,false,false
13454780,1.0071049719279541,1.0079695771725539,1.010217424042448,1.0071049719279541,1.010217424042448,0.0313912,false,false
12317603,1.0071079331646395,1.0079695771725539,1.010217424042448,1.0071079331646395,1.010217424042448,0.028736200000000003,false,false
13714731,1.0075256491460003,1.0071105458905703,1.0101906498606377,1.0071105458905703,1.0101906498606377,0.038271200000000005,false,false
14746714,1.0075247183497915,1.0071144876788956,1.0101935220846405,1.0071144876788956,1.0101935220846405,0.03721120000000001,false,false
9739976,1.0075242617453395,1.0071164214329371,1.0101949311100837,1.0071164214329371,1.0101949311100837,0.0372352,false,false
13457819,1.0075242617453395,1.0071164214329371,1.0101949311100837,1.0071164214329371,1.0101949311100837,0.036951200000000003,false,false
10792061,1.0074079380260927,1.0071399243508314,1.0102120561958852,1.0071399243508314,1.0102120561958852,0.034888199999999994,false,false
16521466,1.007486096051485,1.0071399243508314,1.0102120561958852,1.0071399243508314,1.0102120561958852,0.0341142,false,false
13454743,1.0075187123934064,1.0071399243508314,1.0102120561958852,1.0071399243508314,1.0102120561958852,0.0337912,false,false
13485979,1.0071500704904337,1.007635874166743,1.010217424042448,1.0071500704904337,1.010217424042448,0.0108862,false,false
13725341,1.0071500704904337,1.0074854264660627,1.010217424042448,1.0071500704904337,1.010217424042448,0.0123762,false,false
13435074,1.0075210074222956,1.0071517954821116,1.010217424042448,1.0071517954821116,1.010217424042448,0.0326212,false,false
13454739,1.0071892457656118,1.0079695771725539,1.010217424042448,1.0071892457656118,1.010217424042448,0.027931200000000003,false,false
13691477,1.0072326520445942,1.0073202991293702,1.0101937223569244,1.0072326520445942,1.0101937223569244,0.036903700000000005,false,false
12848124,1.007233037154157,1.0079695771725539,1.010217424042448,1.007233037154157,1.010217424042448,0.0252892,false,false
12208987,1.0072538777249738,1.0072653539420668,1.0101937223569244,1.0072538777249738,1.0101937223569244,0.030636700000000003,false,false
12807627,1.0073421705133738,1.0072611034439705,1.0101937223569244,1.0072611034439705,1.0101937223569244,0.0329957,false,false
12970256,1.0073408342545747,1.0072653539420668,1.0101937223569244,1.0072653539420668,1.0101937223569244,0.029775700000000002,false,false
12934939,1.007299178601713,1.0073202991293702,1.0101937223569244,1.007299178601713,1.0101937223569244,0.035723700000000004,false,false
12934917,1.007299178601713,1.0073202991293702,1.0101937223569244,1.007299178601713,1.0101937223569244,0.039873700000000005,false,false
9854615,1.007301886920424,1.0073202991293702,1.0101937223569244,1.007301886920424,1.0101937223569244,0.0359477,false,false
12810038,1.007301886920424,1.0073202991293702,1.0101937223569244,1.007301886920424,1.0101937223569244,0.0354857,false,false
11083673,1.0076061628375217,1.007303629497694,1.010217424042448,1.007303629497694,1.010217424042448,0.0292612,false,false
13435072,1.007315652615546,1.0079695771725539,1.010217424042448,1.007315652615546,1.010217424042448,0.024471200000000002,false,false
12934941,1.0073421705133738,1.0073202991293702,1.0101937223569244,1.0073202991293702,1.0101937223569244,0.0319457,false,false
14746712,1.0076061628375217,1.0073221604668532,1.010217424042448,1.0073221604668532,1.010217424042448,0.0280612,false,false
12934942,1.0073738059101136,1.0073519333109398,1.0101937223569244,1.0073519333109398,1.0101937223569244,0.029165700000000003,false,false
9783457,1.0073738059101136,1.0073519333109398,1.0101937223569244,1.0073519333109398,1.0101937223569244,0.029371700000000004,false,false
9739977,1.007365823369278,1.0079695771725539,1.010217424042448,1.007365823369278,1.010217424042448,0.0236862,false,false
13457817,1.007365823369278,1.0079695771725539,1.010217424042448,1.007365823369278,1.010217424042448,0.023441200000000002,false,false
12959079,1.0073944031792634,1.007372529788924,1.0101937223569244,1.007372529788924,1.0101937223569244,0.027355700000000004,false,false
14711418,1.0076313734434745,1.007397811016864,1.010217424042448,1.007397811016864,1.010217424042448,0.0267112,false,false
9290702,1.0074108800548411,1.0079695771725539,1.010217424042448,1.0074108800548411,1.010217424042448,0.022516200000000004,false,false
12970259,1.0074437905932743,1.007446628079933,1.0101937223569244,1.0074437905932743,1.0101937223569244,0.025185700000000002,false,false
13454733,1.0076631202111939,1.007493075381399,1.010217424042448,1.007493075381399,1.010217424042448,0.0250112,false,false
9739753,1.0076631202111939,1.007493075381399,1.010217424042448,1.007493075381399,1.010217424042448,0.025200200000000002,false,false
17655571,1.00751773323283,1.0079695771725539,1.010217424042448,1.00751773323283,1.010217424042448,0.022300200000000003,false,false
17855762,1.007529233448219,1.00757481997767,1.0101937223569244,1.007529233448219,1.0101937223569244,0.024762700000000002,false,false
9365422,1.0075302705973304,1.0075784003696497,1.0101951193473817,1.0075302705973304,1.0101951193473817,0.0245467,false,false
12970260,1.0075305658989466,1.0075794197878845,1.0101955171017145,1.0075305658989466,1.0101955171017145,0.024485200000000002,false,false
13691475,1.0075431859667443,1.0077368116231473,1.0101955171017145,1.0075431859667443,1.0101955171017145,0.021091200000000004,false,false
9290703,1.0075455140422187,1.0079695771725539,1.010217424042448,1.0075455140422187,1.010217424042448,0.0217712,false,false
12970262,1.007554867703467,1.0076158810613358,1.0101955171017145,1.007554867703467,1.0101955171017145,0.023487200000000003,false,false
12934915,1.007554867703467,1.0076158810613358,1.0101955171017145,1.007554867703467,1.0101955171017145,0.0235792,false,false
9783459,1.007554867703467,1.0076158810613358,1.0101955171017145,1.007554867703467,1.0101955171017145,0.0237872,false,false
12970263,1.0076354687164022,1.0077368116231473,1.0101955171017145,1.0076354687164022,1.0101955171017145,0.020177200000000003,false,false
13601751,1.0076901132402212,1.0078489764003309,1.0101955171017145,1.0076901132402212,1.0101955171017145,0.018127200000000003,false,false
12970284,1.0077475931380395,1.0078489764003309,1.0101955171017145,1.0077475931380395,1.0101955171017145,0.017107200000000003,false,false
9739755,1.00776788516735,1.0078074533890051,1.010217424042448,1.00776788516735,1.010217424042448,0.0213442,false,false
13454745,1.00776788516735,1.0078074533890051,1.010217424042448,1.00776788516735,1.010217424042448,0.0205912,false,false
14710399,1.00776788516735,1.0078074533890051,1.010217424042448,1.00776788516735,1.010217424042448,0.0194012,false,false
13601756,1.0077862126277035,1.007774902929033,1.010217424042448,1.007774902929033,1.010217424042448,0.0084062,false,false
13485981,1.0077862126277035,1.0079283356939117,1.010217424042448,1.0077862126277035,1.010217424042448,0.0068862,false,false
